id,LabelText,X,Y,Font,FontSize,Fill,SS_Table
715,75,405.438,205.064,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
716,76,403.521,147.501,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
717,77,424.157,100.065,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
718,78,462.319,84.466,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
719,79,445.524,169.79,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
720,8,498.681,524.032,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
721,80,439.048,206.149,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
722,81,453.621,206.985,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
723,82,478.282,229.88,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
724,83,470.001,201.946,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
725,84,482.72,167.505,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
726,85,502.884,195.345,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
727,86,509.415,243.126,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
728,87,483.748,259.353,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
729,88,468.438,269.626,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
730,89,502.282,293.501,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
731,9,517.399,527.626,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
732,90,492.204,335.032,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
733,91,524.502,341.721,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
734,92,492.634,382.143,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
735,93,444.681,354.826,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
736,94,414.43,388.063,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
737,95,447.137,368.743,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
738,96,549.787,413.384,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
739,97,480.326,442.907,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
740,98,430.399,421.907,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
741,99,404.001,443.985,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
742,10,394.832,452.785,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
743,100,502.091,492.958,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
744,1000,188.848,390.199,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
745,1010,168.767,374.001,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
746,1020,159.097,365.646,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
747,1030,121.115,335.408,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
748,1040,100.409,317.945,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
749,1050,87.609,287.626,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
750,1060,75.071,279.502,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
751,1070,57.537,254.232,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
752,1080,87.609,256.586,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
753,1090,120.087,254.947,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
754,110,483.49,511.146,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
755,1100,113.61,278.607,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
756,1110,116.651,294.583,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
757,1120,134.701,309.478,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
758,1130,153.087,310.13,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
759,1140,180.506,337.877,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
760,1150,194.001,359.082,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
761,1160,218.614,383.901,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
762,1170,213.773,378.721,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
763,1180,243.806,382.188,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
764,1190,257.703,407.498,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
765,120,480.326,528.609,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
766,1200,263.438,392.172,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
767,1210,242.395,376.298,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
768,1220,234.594,338.239,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
769,1230,261.79,344.032,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
770,1240,266.561,362.725,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
771,1250,295.079,372.854,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
772,1260,316.011,379.024,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
773,1270,303.073,362.827,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
774,1280,292.399,361.548,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
775,1290,270.627,347.751,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
776,1300,263.962,335.985,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
777,1310,242.876,320.272,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
778,1320,231.001,327.721,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
779,1330,198.673,322.847,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
780,1340,211.56,302.839,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
781,1350,208.102,288.001,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
782,1360,192.412,307.562,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
783,1370,165.391,292.345,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
784,1380,185.919,270.085,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
785,1390,175.168,256.138,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
786,140,524.3,532.627,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
787,1400,205.131,244.009,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
788,1410,213.502,236.157,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
789,1420,235.561,211.394,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
790,1430,250.698,185.827,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
791,1440,250.478,152.314,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
792,1450,243.235,143.19,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
793,1460,241.173,118.845,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
794,1470,250.099,113.96,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
795,1480,250.927,86.792,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
796,1490,234.121,89.355,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
797,150,506.58,552.057,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
798,1500,236.333,63.876,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
799,1510,278.092,72.557,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
800,1520,278.821,106.882,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
801,1530,284.899,119.443,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
802,1540,288.086,143.139,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
803,1550,278.606,149.668,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
804,1560,278.415,185.04,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
805,1570,272.559,217.315,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
806,1580,256.959,235.189,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
807,1590,240.482,247.978,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
808,160,534.954,542.985,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
809,1600,230.715,266.432,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
810,1610,268.409,285.478,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
811,1620,269.412,304.188,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
812,1630,279.362,296.302,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
813,1640,296.272,317.838,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
814,1650,301.178,330.787,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
815,1660,316.107,312.4,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
816,1670,329.72,299.328,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
817,1680,304.168,288.68,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
818,1690,264.649,281.471,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
819,170,523.267,571.907,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
820,1700,279.681,259.066,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
821,1710,289.157,257.392,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
822,1720,283.318,232.827,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
823,1730,301.647,199.389,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
824,1740,317.97,237.954,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
825,1750,314.832,263.334,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
826,1760,327.495,270.599,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
827,1770,329.016,264.8,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
828,1780,318.333,256.759,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
829,1790,326.228,234.462,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
830,180,511.665,583.884,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
831,1800,328.033,208.741,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
832,1810,351.596,180.591,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
833,1820,354.527,220.32,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
834,1830,356.644,234.816,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
835,1840,360.582,215.451,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
836,1850,360.15,195.786,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
837,1860,361.638,167.743,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
838,1870,372.964,132.154,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
839,1880,388.506,162.218,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
840,1890,392.533,191.703,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
841,190,524.42,602.626,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
842,1900,389.72,217.43,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
843,1910,386.962,222.705,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
844,1920,406.332,236.046,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
845,1930,392.529,263.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
846,1940,394.598,282.299,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
847,1950,376.619,305.982,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
848,1960,364.077,279.502,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
849,1970,362.259,262.541,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
850,1980,357.224,257.016,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
851,1990,359.587,289.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
852,20,394.832,448.133,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
853,200,522.556,634.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
854,2000,341.002,327.791,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
855,2010,324.602,345.131,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
856,2020,343.381,364.76,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
857,2030,344.711,341.732,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
858,2040,366.985,362.635,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
859,2050,376.511,345.933,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
860,2060,397.769,297.332,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
861,2070,403.165,262.548,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
862,2080,408.079,229.431,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
863,2090,404.588,197.245,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
864,210,493.517,609.579,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
865,2100,403.165,157.79,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
866,2110,401.466,133.422,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
867,2120,426.071,105.552,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
868,2130,434.712,109.907,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
869,2140,434.118,79.228,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
870,2150,463.849,76.523,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
871,2160,462.169,106.851,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
872,2170,449.654,138.381,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
873,2180,431.249,135.473,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
874,2190,432.965,161.554,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
875,220,468.339,620.224,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
876,2200,442.819,194.86,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
877,2210,454.868,173.128,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
878,2230,430.182,201.216,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
879,2250,431.126,209.626,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
880,2270,458.806,193.644,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
881,2280,464.79,220.253,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
882,2290,467.831,207.574,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
883,230,430.338,607.439,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
884,2300,469.059,192.226,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
885,2310,476.308,156.985,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
886,2330,506.134,188.753,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
887,2340,496.217,205.672,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
888,2350,501.298,216.441,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
889,2360,522.557,240.227,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
890,2370,496.642,240.345,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
891,2390,471.923,253.423,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
892,240,453.515,598.918,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
893,2400,469.405,258.269,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
894,2420,442.278,257.392,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
895,2440,434.707,265.087,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
896,2450,436.165,272.86,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
897,2460,480.286,271.801,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
898,2470,509.485,260.509,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
899,2480,516.681,285.22,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
900,2490,486.204,295.665,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
901,250,458.083,565.142,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
902,2500,475.056,303.097,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
903,2510,481.813,330.135,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
904,2520,512.643,338.996,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
905,2530,549.787,343.57,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
906,2540,527.094,364.394,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
907,2550,517.998,375.111,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
908,2560,490.162,371.924,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
909,2570,482.315,359.397,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
910,2580,463.675,346.682,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
911,2590,444.594,346.666,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
912,260,431.972,580.977,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
913,2600,417.298,357.182,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
914,2610,415.869,347.478,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
915,2620,399.202,366.645,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
916,2630,399.298,387.143,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
917,2640,439.544,385.627,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
918,2650,447.069,378.212,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
919,2670,476.334,377.643,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
920,2680,478.732,388.254,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
921,2690,520.144,388.017,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
922,270,427.258,602.292,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
923,2700,541.754,388.432,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
924,2710,531.442,413.01,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
925,2720,504.333,416.173,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
926,2730,477.495,413.038,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
927,2740,481.417,429.052,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
928,2750,474.891,462.341,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
929,2760,446.241,433.082,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
930,2770,441.728,417.112,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
931,2790,409.065,412.679,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
932,280,442.149,634.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
933,2810,417.563,433.481,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
934,2820,433.301,434.505,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
935,2830,438.894,454.431,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
936,2840,438.894,475.594,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
937,2850,443.081,507.374,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
938,2860,412.252,522.671,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
939,2870,414.236,490.544,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
940,290,456.737,633.277,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
941,2900,415.392,476.267,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
942,30,397.925,499.742,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
943,300,477.944,629.128,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
944,310,502.42,619.36,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
945,320,511.172,636.933,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
946,330,504.681,674.344,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
947,340,475.919,657.661,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
948,350,456.46,657.19,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
949,360,414.236,650.827,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
950,370,395.239,630.187,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
951,380,372.806,624.11,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
952,390,344.719,609.462,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
953,40,425.154,533.032,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
954,400,370.623,593.269,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
955,410,376.976,575.662,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
956,420,404.79,573.645,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
957,430,415.892,564.491,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
958,440,405.599,548.394,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
959,450,389.679,553.767,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
960,460,355.906,538.621,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
961,470,361.915,518.452,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
962,480,351.899,520.341,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
963,490,316.04,511.302,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
964,50,442.461,534.609,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
965,500,352.305,494.017,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
966,510,371.72,493.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
967,520,371.001,455.985,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
968,530,385.103,400.001,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
969,550,352.929,414.416,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
970,560,354.654,391.228,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
971,570,342.915,411.001,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
972,580,332.212,392.603,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
973,590,328.108,430.349,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
974,60,459.196,529.233,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
975,600,329.014,460.315,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
976,610,352.664,469.232,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
977,620,339.948,494.947,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
978,630,327.279,498.332,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
979,640,293.29,488.68,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
980,650,296.127,467.201,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
981,660,302.993,451.181,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
982,670,300.115,439.945,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
983,680,278.804,472.733,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
984,690,280.941,500.556,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
985,70,450.24,513.197,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
986,700,284.687,529.227,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
987,710,307.351,549.09,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
988,720,289.735,567.608,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
989,730,269.845,549.11,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
990,740,256.959,557.812,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
991,750,224.562,548.446,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
992,760,249.12,531.781,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
993,770,255.527,510.813,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
994,780,253.3,506.601,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
995,790,243.806,473.626,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
996,80,467.657,492.558,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
997,800,265.216,448.544,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
998,810,273.721,431.306,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
999,820,264.002,437.501,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1000,830,253.389,464.669,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1001,840,244.897,467.373,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1002,850,234.877,500.422,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1003,860,223.372,530.299,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1004,870,222.816,558.809,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1005,880,222.622,592.523,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1006,890,196.462,611.955,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1007,90,491.565,462.456,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1008,900,194.579,581.789,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1009,910,195.735,549.273,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1010,920,201.017,511.951,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1011,930,211.611,485.94,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1012,940,220.087,466.001,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1013,950,188.3,456.674,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1014,960,161.39,444.572,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1015,970,188.002,432.236,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1016,980,179.778,411.19,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1017,990,203.931,400.487,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1018,5S,50.448,495.522,MyriadPro-Regular,24,#8DC641,ECOLI_LSU
1019,1,117.347,512.398,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
1020,2,97.39,451.799,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
1021,3,70.041,426.187,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
1022,4,148.607,473.357,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
1023,5,123.715,484.81,MyriadPro-Regular,7,#0D72BA,ECOLI_LSU
1024, Escherichia coli,416.389,731.001,MyriadPro-It,18,#231F20,ECOLI_LSU
1025,large subunit ribosomal RNA,389.364,748.335,MyriadPro-Regular,12,#231F20,ECOLI_LSU
1026,10,92.578,496.557,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1027,100,134.152,482.867,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1028,110,113.75,494.461,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1029,120,115.982,522.299,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1030,20,76.5,470.441,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1031,30,56.37,453.467,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1032,40,35.752,420.885,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1033,50,64.934,430.349,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1034,60,87.609,448.544,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1035,70,109.637,460.719,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1036,80,135.759,451.181,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1037,90,161.714,467.5,MyriadPro-Regular,4,#7F141D,ECOLI_LSU
1038,5'',115.1,469.382,MyriadPro-Regular,24,#5AA0D7,ECOLI_SSU
1039,C,170.742,234.127,MyriadPro-Regular,24,#B27643,ECOLI_SSU
1040,3''M,448.921,281.398,MyriadPro-Regular,24,#F499C1,ECOLI_SSU
1041,3''m,354.309,509.16,MyriadPro-Regular,24,#0BA34A,ECOLI_SSU
1042,1,279.659,384.469,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
1043,2,315.24,367.08,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
1044,3,251.412,386.777,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
1045,4,227.741,411.51,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
1046,5,229.2,438.25,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
1047,6,264.414,423.945,MyriadPro-Regular,7,#0D72BA,ECOLI_SSU
